,Status,CommonCode,Name,Description,LevelAndCategory,Symbol,ConversionFactor
1725,nan,N80,watt per metre degree Celsius,Derived SI unit watt divided by the product of the SI base unit metre and the unit for temperature degree Celsius.,1M,W/(m·°C),W/(m x K)
1726,nan,N81,kilowatt per metre kelvin,1000-fold of the derived SI unit watt divided by the product of the SI base unit metre and the SI base unit kelvin.,1M,kW/(m·K),10³ W/(m x K)
1727,nan,N82,kilowatt per metre degree Celsius,1000-fold of the derived SI unit watt divided by the product of the SI base unit metre and the unit for temperature degree Celsius.,1M,kW/(m·°C),10³ W/(m x K)
1728,nan,N83,metre per degree Celcius metre,SI base unit metre divided by the product of the unit degree Celsius and the SI base unit metre.,2.0,m/(°C·m),K⁻¹
1729,nan,N84,degree Fahrenheit hour per British thermal unit (international table),Non SI-conforming unit of the thermal resistance according to the Imperial system of units.,2.0,ºF/(BtuIT/h),"1,895 634 K/W"
1730,nan,N85,degree Fahrenheit hour per British thermal unit (thermochemical),Non SI-conforming unit of the thermal resistance according to the Imperial system of units.,2.0,ºF/(Btuth/h),"1,896 903 K/W"
1731,nan,N86,degree Fahrenheit second per British thermal unit (international table),Non SI-conforming unit of the thermal resistance according to the Imperial system of units.,2.0,ºF/(BtuIT/s),"5,265 651 x 10⁻⁴ K/W"
1732,nan,N87,degree Fahrenheit second per British thermal unit (thermochemical),Non SI-conforming unit of the thermal resistance according to the Imperial system of units.,2.0,ºF/(Btuth/s),"5,269 175 x 10⁻⁴ K/W"
1733,nan,N88,degree Fahrenheit hour square foot per British thermal unit (international table) inch,Unit of specific thermal resistance according to the Imperial system of units.,2.0,ºF·h·ft²/(BtuIT·in),"6,933 472 K x m/W"
1734,nan,N89,degree Fahrenheit hour square foot per British thermal unit (thermochemical) inch,Unit of specific thermal resistance according to the Imperial system of units.,2.0,ºF·h·ft²/(Btuth·in),"6,938 112 K x m/W"
1735,nan,N90,kilofarad,1000-fold of the derived SI unit farad.,1M,kF,10³ F
1736,nan,N91,reciprocal joule,Reciprocal of the derived SI unit joule.,1.0,1/J,1/J
1737,nan,N92,picosiemens,"0,000 000 000 001-fold of the derived SI unit siemens.",1M,pS,10⁻¹² S
1738,nan,N93,ampere per pascal,SI base unit ampere divided by the derived SI unit pascal.,1M,A/Pa,kg⁻¹ x m x s² x A
1739,nan,N94,franklin,"CGS (Centimetre-Gram-Second system) unit of the electrical charge, where the charge amounts to exactly 1 Fr where the force of 1 dyn on an equal load is performed at a distance of 1 cm.",2.0,Fr,"3,335 641 x 10⁻¹⁰ C"
1740,nan,N95,ampere minute,A unit of electric charge defining the amount of charge accumulated by a steady flow of one ampere for one minute..,1M,A·min,60 C
1741,nan,N96,biot,CGS (Centimetre-Gram-Second system) unit of the electric power which is defined by a force of 2 dyn per cm between two parallel conductors of infinite length with negligible cross-section in the distance of 1 cm.,2.0,Bi,10¹ A
1742,nan,N97,gilbert,"CGS (Centimetre-Gram-Second system) unit of the magnetomotive force, which is defined by the work to increase the magnetic potential of a positive common pol with 1 erg.",2.0,Gi,"7,957 747 x 10⁻¹ A"
1743,nan,N98,volt per pascal,Derived SI unit volt divided by the derived SI unit pascal.,1M,V/Pa,m³ x s⁻¹ x A⁻¹
1744,nan,N99,picovolt,"0,000 000 000 001-fold of the derived SI unit volt.",1M,pV,10⁻¹² V
1745,nan,NA,milligram per kilogram,nan,1S,mg/kg,10⁻⁶  1
1746,nan,NAR,number of articles,A unit of count defining the number of articles (article: item).,3.7,nan,nan
1747,X,NB,barge,nan,3.4,nan,nan
1748,X,NBB,number of bobbins,nan,3.7,nan,nan
1749,X,NC,car,nan,3.5,nan,nan
1750,nan,NCL,number of cells,"A unit of count defining the number of cells (cell: an enclosed or circumscribed space, cavity, or volume).",3.7,nan,nan
1751,X,ND,net barrel,nan,3.1,nan,nan
1752,X,NE,net litre,nan,3.1,nan,nan
1753,nan,NEW,newton,nan,1,N,(kg x m)/s²
1754,nan,NF,message,A unit of count defining the number of messages.,3.9,nan,nan
1755,X,NG,net gallon (us),nan,3.1,nan,nan
1756,X,NH,message hour,nan,3.5,nan,nan
1757,X,NI,net imperial gallon,nan,3.1,nan,nan
1758,nan,NIL,nil,A unit of count defining the number of instances of nothing.,3.8,(),nan
1759,nan,NIU,number of international units,A unit of count defining the number of international units.,3.7,nan,nan
1760,X,NJ,number of screens,nan,3.7,nan,nan
1761,nan,NL,load,A unit of volume defining the number of loads (load: a quantity of items carried or processed at one time).,3.4,nan,nan
1762,¦,NM3,Normalised cubic metre,Normalised cubic metre (temperature 0°C and pressure 1013.25 millibars ),2,nan,m3
1763,nan,NMI,nautical mile,nan,1,n mile,1 852 m
1764,nan,NMP,number of packs,A unit of count defining the number of packs (pack: a collection of objects packaged together).,3.7,nan,nan
1765,X,NN,train,nan,3.5,nan,nan
1766,X,NPL,number of parcels,nan,3.7,nan,nan
1767,D,NPR,number of pairs,A unit of count defining the number of pairs (pair: item described by two's).,3.7,nan,use pair
1768,nan,NPT,number of parts,A unit of count defining the number of parts (part: component of a larger entity).,3.7,nan,nan
1769,D,NQ,mho,nan,2,nan,S
1770,D,NR,micromho,nan,2,nan,10⁻⁶ S
1771,X,NRL,number of rolls,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.7,nan,nan
1772,nan,NT,net ton,"A unit of mass equal to 2000 pounds, see ton (US).  Refer International Convention on tonnage measurement of Ships.",3.4,nan,nan
1773,D,NTT,net register ton,"A unit of mass equal to the total cubic footage after deductions, where 1 register ton is equal to 100 cubic feet. Refer International Convention on tonnage measurement of Ships.",3.4,nan,nan
1774,nan,NU,newton metre,nan,1,N·m,N x m
1775,X,NV,vehicle,nan,3.4,nan,nan
1776,nan,NX,part per thousand,"A unit of proportion equal to 10⁻³. ,Synonym: per mille",3.7,‰,1 x 10⁻³
1777,X,NY,pound per air dry metric ton,nan,3.5,nan,nan
1778,nan,OA,panel,"A unit of count defining the number of panels (panel: a distinct, usually rectangular, section of a surface).",3.9,nan,nan
1779,nan,ODE,ozone depletion equivalent,"A unit of mass defining the ozone depletion potential in kilograms of a product relative to the calculated depletion for the reference substance, Trichlorofluoromethane (CFC-11).",3.1,nan,nan
1780,nan,ODG,ODS Grams,"A unit of measure calculated by multiplying the mass of the substance in grams and the ozone-depleting potential for the substance.,",3.1,nan,nan
1781,nan,ODK,ODS Kilograms,A unit of measure calculated by multiplying the mass of the substance in kilograms and the ozone-depleting potential for the substance.,3.1,nan,nan
1782,nan,ODM,ODS Milligrams,A unit of measure calculated by multiplying the mass of the substance in milligrams and the ozone-depleting potential for the substance.,3.1,nan,nan
1783,nan,OHM,ohm,nan,1,Ω,Ω
1784,nan,ON,ounce per square yard,nan,2,oz/yd²,"3,390 575 x 10⁻² kg/m²"
1785,nan,ONZ,ounce (avoirdupois),nan,2,oz,"2,834 952 x 10⁻² kg"
1786,X,OP,two pack,nan,3.2,nan,nan
1787,nan,OPM,oscillations per minute,The number of oscillations per minute.,2,o/min,1.667 x 10-2 /s
1788,nan,OT,overtime hour,A unit of time defining the number of overtime hours.,3.1,nan,nan
1789,D,OZ,ounce av,A unit of measure equal to 1/16 of a pound or about 28.3495 grams (av = avoirdupois). Use ounce (common code ONZ).,3.1,nan,nan
1790,nan,OZA,fluid ounce (US),nan,2,fl oz (US),"2,957 353 x 10⁻⁵ m³"
1791,nan,OZI,fluid ounce (UK),nan,2,fl oz (UK),"2,841 306 x 10⁻⁵ m³"
1792,X,P0,page - electronic,nan,3.9,nan,nan
1793,nan,P1,percent,A unit of proportion equal to 0.01.,3.7,% or pct,1 x 10⁻²
1794,nan,P10,coulomb per metre,Derived SI unit coulomb divided by the SI base unit metre.,1.0,C/m,m⁻¹ x s x A
1795,nan,P11,kiloweber,1000 fold of the derived SI unit weber.,1M,kWb,10³ Wb
1796,nan,P12,gamma,Unit of magnetic flow density.,2.0,γ,10⁻⁹ T
1797,nan,P13,kilotesla,1000-fold of the derived SI unit tesla.,1M,kT,10³ T
1798,nan,P14,joule per second,Quotient of the derived SI unit joule divided by the SI base unit second.,1.0,J/s,W
1799,nan,P15,joule per minute,Quotient from the derived SI unit joule divided by the unit minute.,1M,J/min,"1,666 67 × 10⁻² W"
1800,nan,P16,joule per hour,Quotient from the derived SI unit joule divided by the unit hour.,1M,J/h,"2,777 78 × 10⁻⁴ W"
1801,nan,P17,joule per day,Quotient from the derived SI unit joule divided by the unit day.,1M,J/d,"1,157 41 × 10⁻⁵ W"
1802,nan,P18,kilojoule per second,Quotient from the 1000-fold of the derived SI unit joule divided by the SI base unit second.,1M,kJ/s,10³ W
1803,nan,P19,kilojoule per minute,Quotient from the 1000-fold of the derived SI unit joule divided by the unit minute.,1M,kJ/min,"1,666 67 × 10 W"
1804,nan,P2,pound per foot,nan,2,lb/ft,"1,488 164 kg/m"
1805,nan,P20,kilojoule per hour,Quotient from the 1000-fold of the derived SI unit joule divided by the unit hour.,1M,kJ/h,"2,777 78 x 10⁻¹ W"
1806,nan,P21,kilojoule per day,Quotient from the 1000-fold of the derived SI unit joule divided by the unit day.,1M,kJ/d,"1,157 41 x 10⁻² W"
1807,nan,P22,nanoohm,"0,000 000 001-fold of the derived SI unit ohm.",1M,nΩ,10⁻⁹ Ω
1808,nan,P23,ohm circular-mil per foot,Unit of resistivity.,2.0,Ω·cmil/ft ,"1,662 426 x 10⁻⁹ Ω x m"
1809,nan,P24,kilohenry,1000-fold of the derived SI unit henry.,1M,kH,10³ H
1810,nan,P25,lumen per square foot,Derived SI unit lumen divided by the power of the unit foot according to the Anglo-American and Imperial system of units by exponent 2.,2.0,lm/ft²,"1,076 391 x 10¹ cd x sr / m²"
1811,nan,P26,phot,"CGS (Centimetre-Gram-Second system) unit of luminance, defined as lumen by square centimetre.",2.0,ph,10⁴ cd x sr / m²
1812,nan,P27,footcandle,"Non SI conform traditional unit, defined as density of light which impinges on a surface which has a distance of one foot from a light source, which shines with an intensity of an international candle.",2.0,ftc,"1,076 391 x 10¹ cd x sr / m²"
1813,nan,P28,candela per square inch,SI base unit candela divided by the power of unit inch according to the Anglo-American and Imperial system of units by exponent 2.,2.0,cd/in²,"1,550 003 x 10³ cd/m²"
1814,nan,P29,footlambert,"Unit of the luminance according to the Anglo-American system of units, defined as emitted or reflected luminance of a lm/ft².",2.0,ftL,"3,426 259 cd/m²"
1815,X,P3,three pack,nan,3.2,nan,nan
1816,nan,P30,lambert,"CGS (Centimetre-Gram-Second system) unit of luminance, defined as the emitted or reflected luminance by one lumen per square centimetre.",2.0,Lb,"3,183 099 x 10³ cd/m²"
1817,nan,P31,stilb,"CGS (Centimetre-Gram-Second system) unit of luminance, defined as emitted or reflected luminance by one lumen per square centimetre.",2.0,sb,10⁴ cd/m²
1818,nan,P32,candela per square foot,Base unit SI candela divided by the power of the unit foot according to the Anglo-American and Imperial system of units by exponent 2.,2.0,cd/ft²,"1,076 391 x 10 cd/m²"
1819,nan,P33,kilocandela,1000-fold of the SI base unit candela.,1M,kcd,10³ cd
1820,nan,P34,millicandela,"0,001-fold of the SI base unit candela.",1M,mcd,10⁻³ cd
1821,nan,P35,Hefner-Kerze,"Obsolete, non-legal unit of the power in Germany relating to DIN 1301-3:1979: 1 HK = 0,903 cd.",2.0,HK,"0,903 cd"
1822,nan,P36,international candle,"Obsolete, non-legal unit of the power in Germany relating to DIN 1301-3:1979: 1 HK = 1,019 cd.",2.0,IK,"1,019 cd"
1823,nan,P37,British thermal unit (international table) per square foot,Unit of the areal-related energy transmission according to the Imperial system of units.,2.0,BtuIT/ft²,"1,135 653 x 10⁴ J/m²"
1824,nan,P38,British thermal unit (thermochemical) per square foot,Unit of the areal-related energy transmission according to the Imperial system of units.,2.0,Btuth/ft²,"1,134 893 x 10⁴ J/m²"
1825,nan,P39,calorie (thermochemical) per square centimetre,Unit of the areal-related energy transmission according to the Imperial system of units.,2.0,calth/cm²,"4,184 x 10⁴ J/m²"
1826,X,P4,four pack,nan,3.2,nan,nan
1827,nan,P40,langley,CGS (Centimetre-Gram-Second system) unit of the areal-related energy transmission (as a measure of the incident quantity of heat of solar radiation on the earth's surface).,2.0,Ly,"4,184 x 10⁴ J/m²"
1828,nan,P41,decade (logarithmic),"1 Dec := log2 10 ˜ 3,32 according to the logarithm for frequency range between f1 and f2, when f2/f1 = 10.",2,dec,dec
1829,nan,P42,pascal squared second,Unit of the set as a product of the power of derived SI unit pascal with exponent 2 and the SI base unit second.,1.0,Pa²·s,m⁻² x kg² x s⁻³
1830,nan,P43,bel per metre,Unit bel divided by the SI base unit metre.,1M,B/m,B/m
1831,nan,P44,pound mole,Non SI-conforming unit of quantity of a substance relating that one pound mole of a chemical composition corresponds to the same number of pounds as the molecular weight of one molecule of this composition in atomic mass units.,2.0,lbmol,"453,592 4 mol"
1832,nan,P45,pound mole per second,Non SI-conforming unit of the power of the amount of substance non-SI compliant unit of the molar flux relating that a pound mole of a chemical composition the same number of pound corresponds like the molecular weight of a molecule of this composition in atomic mass units.,2.0,lbmol/s,"4,535 924 x 10² mol/s"
1833,nan,P46,pound mole per minute,Non SI-conforming unit of the power of the amount of substance non-SI compliant unit of the molar flux relating that a pound mole of a chemical composition the same number of pound corresponds like the molecular weight of a molecule of this composition in atomic mass units.,2.0,lbmol/h,"7,559 873 mol/s"
1834,nan,P47,kilomole per kilogram,1000-fold of the SI base unit mol divided by the SI base unit kilogram.,1M,kmol/kg,10³ mol/kg
1835,nan,P48,pound mole per pound,Non SI-conforming unit of the material molar flux divided by the avoirdupois pound for mass according to the avoirdupois unit system.,2.0,lbmol/lb,10³ mol/kg
1836,nan,P49,newton square metre per ampere,Product of the derived SI unit newton and the power of SI base unit metre with exponent 2 divided by the SI base unit ampere.,1S,N·m²/A,m³ x kg x s⁻²  x A⁻¹
1837,nan,P5,five pack,A unit of count defining the number of five-packs (five-pack: set of five items packaged together).,3.2,nan,nan
1838,nan,P50,weber metre,Product of the derived SI unit weber and SI base unit metre.,1S,Wb·m,m³ x kg x s⁻²  x A⁻¹
1839,nan,P51,mol per kilogram pascal,SI base unit mol divided by the product of the SI base unit kilogram and the derived SI unit pascal.,1S,(mol/kg)/Pa,m x kg⁻² x s² x mol
1840,nan,P52,mol per cubic metre pascal,SI base unit mol divided by the product of the power from the SI base unit metre with exponent 3 and the derived SI unit pascal.,1S,(mol/m³)/Pa,m⁻² x kg⁻¹ x s² x mol
1841,nan,P53,unit pole,CGS (Centimetre-Gram-Second system) unit for magnetic flux of a magnetic pole (according to the interaction of identical poles of 1 dyn at a distance of a cm).,2.0,unit pole ,"1,256 637 x 10⁻⁷ Wb"
1842,nan,P54,milligray per second,"0,001-fold of the derived SI unit gray divided by the SI base unit second.",1M,mGy/s,10⁻³ Gy/s
1843,nan,P55,microgray per second,"0,000 001-fold of the derived SI unit gray divided by the SI base unit second.",1M,µGy/s,10⁻⁶ Gy/s
1844,nan,P56,nanogray per second,"0,000 000 001-fold of the derived SI unit gray divided by the SI base unit second.",1M,nGy/s,10⁻⁹ Gy/s
1845,nan,P57,gray per minute,SI derived unit gray divided by the unit minute.,1M,Gy/min,"1,666 67 × 10⁻² Gy/s"
1846,nan,P58,milligray per minute,"0,001-fold of the derived SI unit gray divided by the unit minute.",1M,mGy/min,"1,666 67 × 10⁻⁵ Gy/s"
1847,nan,P59,microgray per minute,"0,000 001-fold of the derived SI unit gray divided by the unit minute.",1M,µGy/min,"1,666 67 × 10⁻⁸ Gy/s"
1848,X,P6,six pack,nan,3.2,nan,nan
1849,nan,P60,nanogray per minute,"0,000 000 001-fold of the derived SI unit gray divided by the unit minute.",1M,nGy/min,"1,666 67 × 10⁻¹¹ Gy/s"
1850,nan,P61,gray per hour,SI derived unit gray divided by the unit hour.,1M,Gy/h,"2,777 78 × 10⁻⁴ Gy/s"
1851,nan,P62,milligray per hour,"0,001-fold of the derived SI unit gray divided by the unit hour.",1M,mGy/h,"2,777 78 × 10⁻⁷ Gy/s"
1852,nan,P63,microgray per hour,"0,000 001-fold of the derived SI unit gray divided by the unit hour.",1M,µGy/h,"2,777 78 × 10⁻¹⁰ Gy/s"
1853,nan,P64,nanogray per hour,"0,000 000 001-fold of the derived SI unit gray divided by the unit hour.",1M,nGy/h,"2,777 78 × 10⁻¹³ Gy/s"
1854,nan,P65,sievert per second,Derived SI unit sievert divided by the SI base unit second.,2.0,Sv/s,Sv/s
1855,nan,P66,millisievert per second,"0,001-fold of the derived SI unit sievert divided by the SI base unit second.",2.0,mSv/s,10⁻³ Sv/s
1856,nan,P67,microsievert per second,"0,000 001-fold of the derived SI unit sievert divided by the SI base unit second.",2.0,µSv/s,10⁻⁶ Sv/s
1857,nan,P68,nanosievert per second,"0,000 000 001-fold of the derived SI unit sievert divided by the SI base unit second.",2.0,nSv/s,10⁻⁹ Sv/s
1858,nan,P69,rem per second,"Unit for the equivalent tin rate relating to DIN 1301-3:1979: 1 rem/s = 0,01 J/(kg·s) = 1 Sv/s.",2.0,rem/s,10⁻² Sv/s
1859,X,P7,seven pack,nan,3.2,nan,nan
1860,nan,P70,sievert per hour,Derived SI unit sievert divided by the unit hour.,2.0,Sv/h,"2,777 78 × 10⁻⁴ Sv/s"
1861,nan,P71,millisievert per hour,"0,001-fold of the derived SI unit sievert divided by the unit hour.",2.0,mSv/h,"0,277 777 778 × 10⁻⁷ Sv/s"
1862,nan,P72,microsievert per hour,"0,000 001-fold of the derived SI unit sievert divided by the unit hour.",2.0,µSv/h,"0,277 777 778 × 10⁻¹⁰ Sv/s"
1863,nan,P73,nanosievert per hour,"0,000 000 001-fold of the derived SI unit sievert divided by the unit hour.",2.0,nSv/h,"0,277 777 778 × 10⁻¹³ Sv/s"
1864,nan,P74,sievert per minute,Derived SI unit sievert divided by the unit minute.,2.0,Sv/min,"0,016 666 Sv/s"
1865,nan,P75,millisievert per minute,"0,001-fold of the derived SI unit sievert divided by the unit minute.",2.0,mSv/min,"1,666 666 667 × 10⁻⁵ Sv/s"
1866,nan,P76,microsievert per minute,"0,000 001-fold of the derived SI unit sievert divided by the unit minute.",2.0,µSv/min,"1,666 666 667 × 10⁻⁸ Sv/s"
1867,nan,P77,nanosievert per minute,"0,000 000 001-fold of the derived SI unit sievert divided by the unit minute.",2.0,nSv/min,"1,666 666 667 × 10⁻¹¹ Sv/s"
1868,nan,P78,reciprocal square inch,Complement of the power of the unit inch according to the Anglo-American and Imperial system of units by exponent 2.,2.0,1/in²,"1,550 003 x 10³ m⁻²"
1869,nan,P79,pascal square metre per kilogram,"Unit of the burst index as derived unit for pressure pascal related to the substance, represented as a quotient from the SI base unit kilogram divided by the power of the SI base unit metre by exponent 2.",1.0,Pa/(kg/m²),m/s²
1870,X,P8,eight pack,nan,3.2,nan,nan
1871,nan,P80,millipascal per metre,"0,001-fold of the derived SI unit pascal divided by the SI base unit metre.",1M,mPa/m,10⁻³ kg/(m² x s²)
1872,nan,P81,kilopascal per metre,1000-fold of the derived SI unit pascal divided by the SI base unit metre.,1M,kPa/m,10³ kg/(m² x s²)
1873,nan,P82,hectopascal per metre,100-fold of the derived SI unit pascal divided by the SI base unit metre.,1M,hPa/m,10² kg/(m² x s²)
1874,nan,P83,standard atmosphere per metre,Outdated unit of the pressure divided by the SI base unit metre.,2.0,Atm/m,"1,013 25 x 10⁵ kg/(m² x s²)"
1875,nan,P84,technical atmosphere per metre,Obsolete and non-legal unit of the pressure which is generated by a 10 metre water column divided by the SI base unit metre.,2.0,at/m,"9,806 65 x 10⁴  kg/(m² x s²)"
1876,nan,P85,torr per metre,CGS (Centimetre-Gram-Second system) unit of the pressure divided by the SI base unit metre.,2.0,Torr/m,"1,333 224 x 10² kg/(m² x s²)"
1877,nan,P86,psi per inch,Compound unit for pressure (pound-force according to the Anglo-American unit system divided by the power of the unit inch according to the Anglo-American and Imperial system of units with the exponent 2) divided by the unit inch according to the Anglo-American and Imperial system of units .,2.0,psi/in,"2,714 471 x 10⁵ kg/(m² x s²)"
1878,nan,P87,cubic metre per second square metre,Unit of volume flow cubic meters by second related to the transmission surface in square metres.,1M,(m³/s)/m²,m/s
1879,nan,P88,rhe,Non SI-conforming unit of fluidity of dynamic viscosity.,3.5,rhe,10 m x kg⁻¹ x s
1880,nan,P89,pound-force foot per inch,Unit for length-related rotational moment according to the Anglo-American and Imperial system of units.,3.5,lbf·ft/in,"53,378 66 m x kg / s²"
1881,X,P9,nine pack,nan,3.2,nan,nan
1882,nan,P90,pound-force inch per inch,Unit for length-related rotational moment according to the Anglo-American and Imperial system of units.,3.5,lbf·in/in,"4,448 222 m x kg / s²"
1883,nan,P91,perm (0 ºC),"Traditional unit for the ability of a material to allow the transition of the steam, defined at a temperature of 0 °C as steam transmittance, where the mass of one grain steam penetrates an area of one foot squared at a pressure from one inch mercury per hour.",3.5,perm (0 ºC) ,"5,721 35 x 10⁻¹¹ kg/(m² x Pa x s)"
1884,nan,P92,perm (23 ºC),"Traditional unit for the ability of a material to allow the transition of the steam, defined at a temperature of 23 °C as steam transmittance at which the mass of one grain of steam penetrates an area of one square foot at a pressure of one inch mercury per hour.",3.5,perm (23 ºC) ,"5,745 25 x 10⁻¹¹ kg/(m² x Pa x s)"
1885,nan,P93,byte per second,Unit byte divided by the SI base unit second.,3.6,byte/s,byte/s
1886,nan,P94,kilobyte per second,1000-fold of the unit byte divided by the SI base unit second.,3.6,kbyte/s,10³ byte/s
1887,nan,P95,megabyte per second,1 000 000-fold of the unit byte divided by the SI base unit second.,3.6,Mbyte/s,10⁶ byte/s
1888,nan,P96,reciprocal volt,Reciprocal of the derived SI unit volt.,3.5,1/V,m⁻² x kg⁻¹ x s³ x A
1889,nan,P97,reciprocal radian,Reciprocal of the unit radian.,3.5,1/rad,1/rad
1890,nan,P98,pascal to the power sum of stoichiometric numbers,"Unit of the equilibrium constant on the basis of the pressure(ISO 80000-9:2009, 9-35.a).",3.5,PaΣνB,nan
1891,nan,P99,mole per cubiv metre to the power sum of stoichiometric numbers,"Unit of the equilibrium constant on the basis of the concentration (ISO 80000-9:2009, 9-36.a).",3.5,(mol/m³)∑νB,nan
1892,X,PA,packet,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1893,nan,PAL,pascal,nan,1,Pa,Pa
1894,X,PB,pair inch,nan,3.8,nan,nan
1895,nan,PD,pad,A unit of count defining the number of pads (pad: block of paper sheets fastened together at one end).,3.9,nan,nan
1896,X,PE,pound equivalent,nan,3.1,nan,nan
1897,X,PF,pallet (lift),"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1898,nan,PFL,proof litre,"A unit of volume equal to one litre of proof spirits, or the alcohol equivalent thereof. Used for measuring the strength of distilled alcoholic liquors, expressed as a percentage of the alcohol content of a standard mixture at a specific temperature.",3.1,nan,nan
1899,X,PG,plate,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1900,nan,PGL,proof gallon,"A unit of volume equal to one gallon of proof spirits, or the alcohol equivalent thereof. Used for measuring the strength of distilled alcoholic liquors, expressed as a percentage of the alcohol content of a standard mixture at a specific temperature.",3.1,nan,nan
1901,nan,PI,pitch,A unit of count defining the number of characters that fit in a horizontal inch.,3.5,nan,nan
1902,X,PK,pack,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).,Synonym: package",3.3,nan,nan
1903,X,PL,pail,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1904,nan,PLA,degree Plato,"A unit of proportion defining the sugar content of a product, especially in relation to beer.",3.5,°P,nan
1905,X,PM,pound percentage,nan,3.1,nan,nan
1906,X,PN,pound net,nan,3.1,nan,nan
1907,nan,PO,pound per inch of length,nan,2,lb/in,"1,785 797 x 10¹ kg/m"
1908,nan,PQ,page per inch,"A unit of quantity defining the degree of thickness of a bound publication, expressed as the number of pages per inch of thickness.",3.5,ppi,nan
1909,nan,PR,pair,A unit of count defining the number of pairs (pair: item described by two's).,3.7,nan,2
1910,nan,PS,pound-force per square inch,nan,2,lbf/in²,"6,894 757 x 10³ Pa"
1911,D,PT,pint (US),Use liquid pint (common code PTL),2,pt (US),"4, 731 76 x 10⁻⁴ m³"
1912,nan,PTD,dry pint (US),nan,2,dry pt (US),"5,506 105 x 10⁻⁴ m³"
1913,nan,PTI,pint (UK),nan,2,pt (UK),"5, 682 61 x 10⁻⁴ m³"
1914,nan,PTL,liquid pint (US),nan,2,liq pt (US),"4, 731 765 x 10⁻⁴ m³"
1915,nan,PTN,portion,"A quantity of allowance of food allotted to, or enough for, one person.",3.5,PTN,nan
1916,X,PU,tray / tray pack,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1917,X,PV,half pint (US),nan,3.8,nan,nan
1918,X,PW,pound per inch of width,nan,3.1,nan,nan
1919,X,PY,peck dry (US),nan,3.5,nan,nan
1920,X,PZ,peck dry (UK),nan,3.5,nan,nan
1921,nan,Q10,joule per tesla,Unit of the magnetic dipole moment of the molecule as derived SI unit joule divided by the derived SI unit tesla.,3.5,J/T,m² x A
1922,nan,Q11,erlang,Unit of the market value according to the feature of a single feature as a statistical measurement of the existing utilization.,3.6,E,1 E
1923,nan,Q12,octet,Synonym for byte: 1 octet = 8 bit = 1 byte.,3.6,o,8 bit
1924,nan,Q13,octet per second,Unit octet divided by the SI base unit second.,3.6,o/s,8 bit/s
1925,nan,Q14,shannon,"Logarithmic unit for information equal to the content of decision of a sentence of two mutually exclusive events, expressed as a logarithm to base 2.",3.6,Sh,nan
1926,nan,Q15,hartley,"Logarithmic unit for information equal to the content of decision of a sentence of ten mutually exclusive events, expressed as a logarithm to base 10.",3.6,Hart,nan
1927,nan,Q16,natural unit of information,"Logarithmic unit for information equal to the content of decision of a sentence of ,718 281 828 459 mutually exclusive events, expressed as a logarithm to base Euler value e.",3.6,nat,nat
1928,nan,Q17,shannon per second,"Time related logarithmic unit for information equal to the content of decision of a sentence of two mutually exclusive events, expressed as a logarithm to base 2.",3.6,Sh/s,Sh/s
1929,nan,Q18,hartley per second,"Time related logarithmic unit for information equal to the content of decision of a sentence of ten mutually exclusive events, expressed as a logarithm to base 10.",3.6,Hart/s,Hart/s
1930,nan,Q19,natural unit of information per second,"Time related logarithmic unit for information equal to the content of decision of a sentence of 2,718 281 828 459 mutually exclusive events, expressed as a logarithm to base of the Euler value e.",3.6,nat/s,nat/s
1931,nan,Q20,second per kilogramm,"Unit of the Einstein transition probability for spontaneous or inducing emissions and absorption according to ISO 80000-7:2008, expressed as SI base unit second divided by the SI base unit kilogram.",3.5,s/kg,kg⁻¹ x s
1932,nan,Q21,watt square metre,"Unit of the first radiation constants c1 = 2·p·h·c0², the value of which is 3,741 771 18·10?¹6-fold   that of the comparative value of the product of the derived SI unit watt multiplied with the power of the SI base unit metre with the exponent 2.",3.5,W·m²,m⁴ x kg x s⁻³
1933,nan,Q22,second per radian cubic metre,Unit of the density of states as an expression of angular frequency as complement of the product of hertz and radiant and the power of SI base unit metre by exponent 3 .,3.5,1/(Hz·rad·m³),m⁻³ x s x rad⁻¹
1934,nan,Q23,weber to the power minus one,"Complement of the derived SI unit weber as unit of the Josephson constant, which value is equal to the 384 597,891-fold of the reference value gigahertz divided by volt.",3.5,1/Wb,m⁻² x kg⁻¹ x s² x A
1935,nan,Q24,reciprocal inch,Complement of the unit inch according to the Anglo-American and Imperial system of units.,3.5,1/in,"39,370 08 m⁻¹"
1936,nan,Q25,dioptre,Unit used at the statement of relative refractive indexes of optical systems as complement of the focal length with correspondence to: 1 dpt = 1/m.,3.5,dpt,m⁻¹
